%8
181.3125,2.3125,0.0000,0.29,0.08,0.00
181.7500,2.5000,-0.6875,0.37,0.44,0.21
181.5625,3.5000,-1.7500,0.31,0.08,-0.36
181.1250,4.3125,-2.5000,-0.05,-0.35,-0.29
181.0000,4.8750,-2.8750,0.21,0.36,-0.22
180.4375,4.9375,-2.5625,0.17,0.18,0.48
180.0000,5.0625,-1.9375,-0.16,-0.43,-0.33
179.6875,5.1250,-1.7500,0.09,-0.78,-0.54
179.6875,4.4375,-2.0625,0.21,0.24,0.08
179.6250,4.5000,-2.3750,-0.55,-0.66,0.35
179.7500,4.7500,-2.3125,-0.35,-0.44,0.06
180.4375,5.0625,-2.7500,0.16,0.23,-0.11
180.8125,5.4375,-3.2500,-0.52,-0.85,0.15
182.0000,5.6250,-3.5000,-0.30,-0.93,-1.06
183.0625,5.4375,-3.6250,-1.38,-4.52,-2.06
185.8125,4.2500,-4.1875,-0.17,-2.91,0.37
190.2500,2.8125,-4.4375,-0.24,-4.21,4.26
196.0000,2.1875,-4.1250,1.68,3.59,6.22
200.6875,4.9375,-5.9375,1.31,8.46,4.26
201.5625,9.5625,-5.6250,-0.82,7.22,1.08
199.5000,13.8750,-3.8750,-2.19,5.59,-3.46
195.0625,17.1875,0.6250,-3.84,4.72,-6.08
188.4375,16.8750,6.1250,-2.66,2.20,-5.35
181.1250,13.1250,10.3750,-0.42,-1.58,3.95
172.3125,10.6875,14.2500,-0.98,-10.35,4.18
168.5000,12.2500,14.5625,-2.61,-12.48,3.92
171.9375,16.1875,15.6875,-3.06,-7.11,-1.05
181.6250,20.1250,21.8750,-3.57,-3.35,-7.86
190.5625,21.6250,20.1250,-5.16,1.79,-7.83
199.4375,19.6250,6.6250,-3.79,6.84,-3.02
205.4375,16.1250,0.1250,-3.03,9.19,-0.95
207.1250,12.2500,-0.1875,-2.94,8.24,1.60
203.7500,10.1250,-3.6250,-0.83,9.16,5.50
197.1875,9.4375,-3.5000,-1.64,5.40,4.72
189.1875,11.0000,-3.5625,-2.40,-2.80,-0.16
180.9375,11.6250,-1.6875,-1.51,-4.95,-5.17
175.6250,9.6875,-5.0000,-2.96,-6.45,-0.85
173.6250,5.4375,-4.7500,0.68,-7.81,-2.20
174.4375,0.1875,-6.1250,-0.57,-6.89,5.91
178.2500,-3.3125,-5.5000,-0.29,-2.14,8.06
183.6875,-4.3125,-2.8750,0.19,4.15,4.78
187.9375,-2.7500,-0.9375,0.71,4.60,0.32
189.6250,-0.4375,1.6250,-0.10,3.92,-2.17
190.1875,0.6875,1.7500,0.07,1.59,-0.94
190.0625,1.2500,2.2500,0.37,0.46,-0.95
190.1250,0.6250,1.5625,0.19,-0.14,0.14
189.5625,0.6875,0.9375,-0.16,-0.81,0.46
189.8125,0.8125,0.3750,0.39,1.47,0.49
189.7500,1.1875,0.1875,-0.29,-0.14,0.36
189.8125,1.3750,0.4375,0.40,0.29,-0.06

%8
187.0000,2.0000,-5.8750,0.16,0.21,-0.03
186.9375,2.2500,-5.9375,-0.02,-0.03,0.00
186.9375,2.3125,-5.9375,0.12,0.05,-0.02
186.8750,2.3750,-5.8750,0.06,-0.07,-0.28
186.7500,2.4375,-5.9375,0.21,0.20,-0.31
186.6875,2.5000,-5.7500,0.18,0.20,-0.11
186.6250,2.5000,-5.6875,0.14,0.36,-0.15
186.5625,2.0625,-5.6250,-0.04,-0.20,-0.76
186.7500,1.3750,-5.4375,-0.03,-0.74,-0.65
187.8125,0.5000,-3.8125,0.38,-4.68,-1.15
190.8125,-1.3125,-3.0000,-0.12,-5.91,3.79
196.8750,-1.7500,-4.0625,0.52,-0.95,8.18
202.5625,0.0000,-4.1250,-0.54,4.91,4.56
207.6250,5.1250,-6.5000,-0.32,11.28,4.11
