%9
183.6875,-6.1250,-3.4375,-0.01,-0.10,0.16
183.6875,-6.1250,-3.3750,-0.04,-0.13,0.05
183.8125,-6.1875,-3.3750,0.05,0.11,0.09
183.8125,-6.1250,-3.3750,0.04,0.04,-0.09
183.7500,-6.1250,-3.3750,-0.06,-0.07,0.12
183.6250,-6.2500,-3.1875,-0.53,-0.69,0.36
183.5625,-6.5625,-3.1250,-0.03,0.01,0.21
183.5625,-6.7500,-2.9375,0.00,-0.17,0.14
183.6250,-6.6875,-2.8750,0.14,0.03,-0.20
183.5625,-7.0000,-3.0000,-0.18,-0.08,0.04
183.5625,-6.6875,-3.0625,-0.39,0.08,-0.43
183.4375,-6.1250,-2.8125,-0.44,-0.22,0.06
183.4375,-5.3125,-2.3125,-0.08,-0.11,-0.05
183.5625,-5.1875,-2.1875,0.07,0.24,0.30
183.5625,-5.0625,-2.1875,0.16,-0.04,0.11
183.5000,-5.0625,-2.0625,0.15,0.08,0.00
183.4375,-5.1875,-2.1250,0.06,-0.05,0.14
183.3750,-5.4375,-1.9375,0.06,-0.19,-0.16
183.3125,-5.6250,-1.8750,0.04,-0.08,-0.90
183.1875,-5.9375,-2.5000,-0.02,-0.44,-3.35
183.2500,-7.4375,-4.0625,-0.40,-0.08,0.88
183.8125,-9.8750,-5.3125,0.20,0.53,3.45
183.8750,-11.8750,-5.8125,-0.11,1.70,11.28
184.0625,-11.5000,-3.3125,-0.15,-0.17,10.26
184.8125,-5.8750,-2.8750,-0.41,0.81,3.02
185.0625,1.0625,-3.0000,-0.72,0.13,-3.00
185.2500,5.9375,-1.0000,-1.18,-0.40,-1.94
184.8125,10.4375,0.8125,-1.80,-0.39,-5.72
184.9375,13.3125,3.0000,-1.93,0.82,-6.44
184.8750,14.6875,4.1250,-2.31,-0.04,-4.50
185.1875,14.8750,4.3750,-0.75,1.30,-3.99
185.1875,14.1250,5.2500,-2.59,-1.44,-6.13
185.8750,12.6250,5.9375,-3.14,-0.80,-9.98
188.0000,7.3125,4.5000,-2.11,5.79,-5.11
186.7500,0.0000,4.4375,-1.12,7.24,5.97
183.0625,-5.4375,7.5000,-0.78,0.37,15.12
177.5625,-8.1875,14.1875,1.69,-4.36,9.92
172.3750,-4.8125,18.2500,-0.81,-8.10,5.65
170.4375,1.6250,20.8125,-0.16,-4.70,-0.09
169.6875,9.1250,20.9375,-2.72,-6.07,-3.90
172.2500,16.6875,20.0625,-3.49,-5.40,-11.46
179.2500,19.6250,14.5000,-4.61,4.22,-8.13
186.1250,17.6875,8.1250,-3.90,2.70,-7.77
190.0625,13.1250,2.4375,-0.80,14.62,0.06
186.5000,7.7500,0.1250,-1.58,0.77,8.31
183.8125,4.0625,2.4375,0.40,-1.69,7.02
182.7500,4.3750,2.7500,0.60,-1.79,2.34
183.0625,5.1875,1.5000,0.05,1.48,-0.62
182.7500,5.2500,1.5625,-0.66,0.00,-0.62

%9
182.5000,-6.9375,-0.7500,-0.20,-0.06,0.31
182.6250,-6.8125,-0.6875,-0.03,0.14,-0.10
182.6250,-6.8125,-0.6875,-0.09,0.16,0.04
182.5625,-6.8125,-0.6250,-0.11,-0.07,0.16
182.6250,-6.8750,-0.6250,-0.07,0.00,0.26
182.6875,-6.8750,-0.6250,0.02,0.23,0.05
182.7500,-6.8125,-0.6875,-0.13,0.07,-0.18
182.6875,-6.9375,-0.7500,-0.01,0.28,-0.33
182.5625,-7.6875,-0.7500,0.42,0.34,2.69
182.2500,-9.3125,-0.5000,0.23,-0.06,11.33
181.5625,-8.6250,1.5000,-0.51,-0.68,3.00
182.2500,-3.8125,2.0000,0.11,1.09,1.36
182.8750,0.3125,3.8750,-1.49,-0.18,0.11
183.4375,5.8125,4.1875,-0.93,0.71,-4.54
183.3125,9.3125,3.7500,-2.09,-0.04,-3.44
183.5000,12.7500,3.1250,-1.79,0.91,-4.27
183.6250,14.0000,3.6875,-1.43,-0.27,-6.35
183.5000,13.5000,3.7500,-1.29,0.15,-5.94
183.5625,10.8750,3.9375,-2.21,2.30,-7.86
182.9375,4.9375,4.1875,-0.93,4.20,-3.11
180.5000,-2.0000,5.7500,-0.37,9.08,9.07
172.4375,-7.3750,11.2500,-2.51,-0.80,13.17
164.6875,-6.0625,18.2500,-0.27,-10.08,5.25
161.7500,-0.8125,19.8125,-1.96,-10.51,-0.32
